Job Title,Company,Location,Time Of Work,Job Description
IoT Software Engineer,Interact Technology Solutions -,"Maadi, Cairo, Egypt ",Full Time,Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Microsoft Office · OOP concept · C# · ASP.NET · JavaScript · SQL · Microsoft CRM · SharePoint
IT Specialist,Loc-Camp -,"Haram, Giza, Egypt ",Full Time,Experienced · 1 - 3 Yrs of Exp · IT/Software Development · Communication · Computer Science · English · Information Technology (IT) · MCSE · Technical Support · Skills · Troubleshooting · Software Development
Senior Dot Net Full Stack Developer,Confidential -,"6th of October, Giza, Egypt ",Full Time,Experienced · 3 - 7 Yrs of Exp · Business Development · IT/Software Development · Engineering - Telecom/Technology · Software · Computer Science · Information Technology (IT) · Agile · Angular · .Net Framework · Full Stack Development
Senior Software Engineer - PHP,Seena - سينا -,"Nasr City, Cairo, Egypt ",Full Time,Experienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · PHP · React · Software Engineering · Software Development · Laravel · Laravel PHP · CSS
"Team Leader / Senior Full Stack, PHP, Drupal Developer",Orange Studio -,"Nasr City, Cairo, Egypt ",Full Time,Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · Full Stack · Web Development · Information Technology (IT) · UI · UX · Drupal · Lamp Stack
Senior Software Technical Support Engineer,eVision -,"New Cairo, Cairo, Egypt ",Full Time,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · SQL · Oracle · Microsoft SQL · Networking · Application Security · Computer Engineering · Technical Support
Full Stack Developer,3S Software -,"Nasr City, Cairo, Egypt ",Full Time,Experienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · MySQL · MVC · Information Technology (IT) · JavaScript · HTML5 · HTML · API
Software Business Analyst - Job Description,BRISK Business Inc. -,"New Cairo, Cairo, Egypt ",Full Time,Experienced · 3 - 7 Yrs of Exp · IT/Software Development · Business Analysis · Information Technology (IT) · Computer Science · Communication · English
Senior Front end Developer /Angular,FlairsTech -,"Maadi, Cairo, Egypt ",Full Time,Experienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · Agile · Computer Science · Git · HTML5 · Information Technology (IT) · Software Development · REST
Senior iOS Developer (Native),RDI -,"Dokki, Giza, Egypt ",Full Time,Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · React Native · Native · iOS · Mobile Development · Computer Science · UI/UX · Swift · Software Development
Technical Support Specialist,Windrose Academy -,"Maadi, Cairo, Egypt ",Full Time,Entry Level · 1+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Technical Support · Installation · Configuration · MCSE · CCNA
Field support Technician,Multi Level Group (MLG) -,"Cairo, Egypt ",Full Time,Entry Level · 1 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Customer Service · Computer Science · Technical Support · Network · Troubleshooting · CCNA · LAN
Frontend Developer (React),Bydotpy -,"New Cairo, Cairo, Egypt ",Full Time,Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · CSS · HTML5 · Information Technology (IT) · JavaScript · React · Software Development · CSS3
Senior Backend Developer,TensorGraph -,"Maadi, Cairo, Egypt ",Full Time,Experienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · AWS · MongoDB · Python · Software Development · Software Engineering · NodeJS
Technical Support Engineer,Bevatel -,"Dokki, Giza, Egypt ",Full Time,Entry Level · 1 - 2 Yrs of Exp · IT/Software Development · Computer Science · Information Technology (IT) · Technical Support · configuring · API · Programming · HTTP
Network Engineer,Efada Technology -,"Cairo, Egypt ",Full Time,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Information Systems · Networking · Routing · Computer Science · Information Technology (IT) · Network Cabling · CCNA
IT - System Administration Specialist,Premium Card -,"Dokki, Giza, Egypt ",Full Time,Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · System Administration · Networking · Information Technology (IT) · Administration · Computer Science · Software · Vmware · computer
Senior Oracle Apps Developer/ Apex,EVA Cosmetics  -,"6th of October, Giza, Egypt ",Full Time,Experienced · 1 - 3 Yrs of Exp · IT/Software Development · Computer Science · Database · English · Information Technology (IT) · Oracle · SQL · PL/SQL · SQL Database
Technical Support Engineer,Al Rabat -,"Nasr City, Cairo, Egypt ",Full Time,Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · CCNA · Technical Support · Help Desk · Network · Information Technology (IT) · Computer Science · Troubleshooting
"Full Stack Developer (.NET core , Angular 8+) -Part Time",Confidential -,"Nasr City, Cairo, Egypt ",Part Time,Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Software Development · Software Engineering · OOP · ASP.NET · C#.Net · ADO.NET · SQL
UI/UX Designer (On-Site),Union Coop -,"Dokki, Giza, Egypt ",Full Time,Experienced · 3 - 5 Yrs of Exp · Creative/Design/Art · IT/Software Development · UI · UX · Computer Science · Design · CSS · HTML5 · Bootstrap · Adobe
IT Support Engineer,Al Soug-Cashi -,"Cairo, Egypt ",Full Time,Experienced · 1 - 2 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Engineering · Information Technology (IT) · computer · Customer Service · Communication · Networking
Survey Management Senior Specialist,University of Doha for Science and Technology (UDST) -,"Doha, Qatar ",Full Time,Not specified · Marketing/PR/Advertising · Project/Program Management · Media/Journalism/Publishing · English · Management · Marketing · Project Management · E-marketing · Human Resources (HR) · Microsoft Office
System Engineer,Global Brands -,"New Cairo, Cairo, Egypt ",Full Time,Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Computer Engineering · Storage · System Administration · Servers · VMware · EMC · Linux
Senior Python Developer,TensorGraph -,"Maadi, Cairo, Egypt ",Full Time,Experienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Python · Software Development · MongoDB
Senior Node JS Developer,TensorGraph -,"Maadi, Cairo, Egypt ",Full Time,Experienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · NodeJS · Software Development · Python · MongoDB · Programming · Software
IT System Engineer / VMware / Infrastructure,Efada Technology -,"New Cairo, Cairo, Egypt ",Full Time,Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information technology · Engineering · Technology · Servers · Telecom · Telecommunication · Vmware
Senior PHP laravel developer,Loc-Camp -,"Haram, Giza, Egypt ",Full Time,Manager · 3 - 10 Yrs of Exp · IT/Software Development · HTML · HTML5 · CSS3 · Javascript · Ajax.Net · Bootstrap · PHP · MySQL · MVC
IT Digital Transformation Manager,Confidential -,"Nasr City, Cairo, Egypt ",Full Time,Manager · 10 - 15 Yrs of Exp · IT/Software Development · Manufacturing/Production · Project/Program Management · Information Technology (IT) · Software Solutions · digital transformation · IT · Implementation · ERP · Technology
Talent Acquisition Coordinator (Qatari National),University of Doha for Science and Technology (UDST) -,"Doha, Qatar ",Full Time,Not specified · Administration · Human Resources · Operations/Management · Human Resources (HR) · Recruitment · Talent Acquisition · Interviewing · HR · Screening · Microsoft Office
Senior Backend Developer (PHP),Easy Cash -,"Heliopolis, Cairo, Egypt ",Full Time,Experienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · backend · Laravel · SQL · PHP · Engineering
Oracle EPM Senior Consultant-Planning,Azdan Business Analytics -,"Cairo, Egypt ",Full Time,Experienced · 3 - 7 Yrs of Exp · Accounting/Finance · IT/Software Development · Oracle · EPM · EPBCS · Hyperion Planning
Senior Full Stack Developer (.net core -angular),A1Softech -,"Maadi, Cairo, Egypt ",Full Time,Experienced · 4 - 6 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Angular · back-end · computer · Computer Science · core · Full Stack · Information Technology (IT)
System Administrator,Talaat Moustafa Group -,"Dokki, Giza, Egypt ",Full Time,Experienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Engineering · Communication · Communication skills · Computer Science · Documentation · English · Information Technology (IT)
Trainer,Macro Group -,"Nasr City, Cairo, Egypt ",Full Time,Experienced · 6 - 8 Yrs of Exp · Education/Teaching · Training/Instructor · Pharmacy · Instructor · TOT · Teaching · Training
IT Specialist,Hands of Hope Physical Therapy & Wellness -,"Maadi, Cairo, Egypt ",Full Time,Experienced · 2 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information technology · Computer Science · IT · Information Technology (IT) · Security · MCSE · CSS
OCI Senior Cloud Architect,Ejada  -,"Cairo, Egypt ",Full Time,Experienced · 7+ Yrs of Exp · IT/Software Development · Azure · AWS · Cloud · Cloud Migration · Docker · Python · Vmware · Ansible · CI/CD
Senior Linux System Admin (+3 years experience),3D Diagnostix -,"Maadi, Cairo, Egypt ",Full Time,Entry Level · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Linux · System Administration · Computer Science · Information Technology (IT) · Help desk · Network Administration · Network
Technical Project Manager,Data Science -,"Hadayek October, Giza, Egypt ",Full Time,Experienced · 3 - 6 Yrs of Exp · Business Development · IT/Software Development · Project/Program Management · Information Technology (IT) · Project · Project Management · Computer Science · Communication · Software · Management
First Level Technical Support Engineer,3D Diagnostix -,"Maadi, Cairo, Egypt ",Full Time,Entry Level · 0 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · HTML · PHP · javaScript · Information Technology (IT) · Computer Science · Engineering · Database
Oracle Apps Technical Consultant,Perfect Presentation -,"6th of October, Giza, Egypt ",Full Time,Experienced · 8 - 10 Yrs of Exp · IT/Software Development · ERP · EBS · Oracle · OAF · XML · Technical Support · Software
Registrar Assistant,Zewail City -,"6th of October, Giza, Egypt ",Full Time,Experienced · 1 - 3 Yrs of Exp · Administration · Microsoft Office · Administration · registrar · registrar assistant · admission and registrar
Oracle EBS Senior Techno Consultant,Confidential -,"Cairo, Egypt ",Full Time,Experienced · 4 - 8 Yrs of Exp · IT/Software Development · Oracle EBS · Supply Chain · Oracle e-Business · Oracle E-Business Suite · Information Technology (IT) · EBS · Oracle
IT System Administrator,Selah ElTelmeez For Publishing & printing -,"Obour City, Cairo, Egypt ",Full Time,Experienced · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · MCSA · CCNA · Communication · Computer Science · Engineering · Information Technology (IT) · System Administration
Senior Systems Engineer,FinBi Finance & Banking Consultants International -,"Dokki, Giza, Egypt ",Full Time,Experienced · 5 - 7 Yrs of Exp · IT/Software Development · Security · Software Development · MCSA · Vmware
Senior Full Stack Developer,Giza Systems -,"Cairo, Egypt ",Full Time,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · front-end · Full Stack · NodeJS · React
Workforce Planning Specialist,UrbaCon Contracting & Trading Company -,"Doha, Qatar ",Full Time,Not specified · Logistics/Supply Chain · Manufacturing/Production · Purchasing/Procurement · Planning · Logistics · Supply Chain · Production · English · Manufacturing · Engineering
Python Web Developer - Graduate Position,Holix -,"Cairo, Egypt ",Full Time,Entry Level · 0 - 3 Yrs of Exp · IT/Software Development · Python · Software Development · Software · CSS · Web Development
AX Technical Consultant,Elabd Foods -,"Abu Rawash, Giza, Egypt ",Full Time,Experienced · 1 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · IT · Computer Science · Consulting · Information Technology (IT) · Software · Technical Support · Engineering
Web Development .NET Tech Lead,Seoudi Supermarket -,"Sheikh Zayed, Giza, Egypt ",Full Time,Experienced · 8 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net · Azure · Computer Science · Design · Information Technology (IT) · JavaScript · MySQL · Oracle
Cyber Security Engineer,Confidential -,"Giza, Egypt ",Full Time,Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Security · CISA · Computer Engineering · ISO 27001
DevOps Engineer,Easy Cash -,"Heliopolis, Cairo, Egypt ",Full Time,Experienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · DevOps · Information Technology (IT) · Integration
Backend Developer .Net,WSC -,"Giza, Egypt ",Full Time,Experienced · 4 - 8 Yrs of Exp · IT/Software Development · Programming · Software Development · Back-End Development · .Net · ASP.NET Core · Angular · Redis · RabbitMQ
Senior Odoo Implementer,National Technology -,"Nasr City, Cairo, Egypt ",Full Time,Experienced · 3 - 6 Yrs of Exp · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · business · Business Administration · Business Processes · Computer Science · Functional · Information Technology (IT) · IT
"Key Account Manager Qatar, Oman and Bahrain",Abbott Laboratories Co. -,"Doha, Qatar ",Full Time,Not specified · Accounting/Finance · Marketing/PR/Advertising · Sales/Retail · sales · sales skills · indoor sales · management · operations · communication · finance
Marine Environmental Scientist (Offshore),GHD -,"Doha, Qatar ",Full Time,Not specified · Quality · Engineering - Mechanical/Electrical · Engineering - Oil & Gas/Energy · dredging · engineering · marine construction · sand fill · quality · marine · english
Recruitment Manager,Wicresoft -,"New Cairo, Cairo, Egypt ",Full Time,Experienced · 2 - 7 Yrs of Exp · Project/Program Management · Business Administration · Microsoft Office · Human Resources (HR) · Human Resources · English · Communication skills · business · Administration · Personnel
Microsoft SharePoint and Power Platform Development Lead (One Year Contract),Dreem Mashreq Foods  -,"Smouha, Alexandria, Egypt ",Freelance / Project,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · computer · Computer Science · Engineering · ERP · SQL · Power BI
Technical Lead Full Stack,webSTDY -,"Mohandessin, Giza, Egypt ",Full Time,Experienced · 5 - 7 Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · Computer Science · Full Stack · Information Technology (IT) · HTML · CSS · jQuery · JavaScript
Business Development Executive - Call Centre,Parker Connect -,"Dubai, United Arab Emirates ",Full Time,Not specified · Business Development · Marketing/PR/Advertising · Sales/Retail · Business Development · Sales · Sales Skills · Sales Target · Marketing · Customer Service · Customer Support
Material Engineer,acwme -,"Downtown, Cairo, Egypt ",Full Time,Experienced · 2 - 20 Yrs of Exp · Engineering - Construction/Civil/Architecture · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · ecommerce · Business Analytics · E-Commerce · Marketing · Digital Media Sales · Digital Marketing Strategy · Digital Sales
Senior React Native Developer,TechJump -,"Alexandria, Egypt ",Full Time,Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Development · Computer Science · Information Technology (IT) · React Native · Software Development · Mobile Development
Oracle Developer,Arabian Advanced Systems -,"New Cairo, Cairo, Egypt ",Full Time,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · PL/SQL · PL · Oracle Forms · oracle developer · Oracle Database · Oracle · SQL
Pre Sales Engineer,Interact Technology Solutions -,"Maadi, Cairo, Egypt ",Full Time,Experienced · 1 - 2 Yrs of Exp · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · Engineering · Presales · CCNP · Communication · Computer Science · Information Technology (IT) · Infrastructure
Group ICT Business Applications Section Head,Decorative Glass And Arab Union Glass Group -,"Obour City, Cairo, Egypt ",Full Time,Experienced · 10 - 12 Yrs of Exp · males_only · IT/Software Development · Business Applications · Odoo · Odoo ERP · Odoo Development
BI Developer,GPS -,"Heliopolis, Cairo, Egypt ",Full Time,Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Data Warehouse · Power BI · SQL
Senior Surveyor - Consultant Firm,Elgabaly Architects -,"New Cairo, Cairo, Egypt ",Full Time,Senior Management · 10 - 15 Yrs of Exp · Engineering - Construction/Civil/Architecture · Quality · Engineering - Other · CAD · Surveying · Construction · Engineering · Civil Engineering · Quantity Surveyor
Machine Learning Engineer,Confidential -,"Giza, Giza, Egypt ",Full Time,Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Machine Learning · AI
Android Developer,Confidential -,"Talkha, Dakahlia, Egypt ",Full Time,Senior Management · 3 - 5 Yrs of Exp · Business Development · IT/Software Development · Development · Android · Android app · Mobile Development · REST
INFECTION CONTROL COORDINATOR,King Faisal Specialist Hospital & Research Centre -,"Riyadh, Saudi Arabia ",Full Time,Not specified · Medical/Healthcare · Quality · Pharmaceutical · Infection Control · Medical · Medicine · Pharmacy · Quality · Infection Prevention · Quality Control
Temporary Research Assistant - Eyad Masad,Texas A&M University at Galveston -,"Doha, Qatar ",Full Time,Not specified · Administration · R&D/Science · Analyst/Research · Research · Administration · C++ · Python · Engineering · Latex · Linux
Product Owner,QARA -,"New Cairo, Cairo, Egypt ",Full Time,Entry Level · 0 - 2 Yrs of Exp · IT/Software Development · Project/Program Management · Agile · Product Management · Product Owner · Business Analysis · User Stories · Research · User Research · Product Development
Business Analyst,Egabi FSI -,"Sheraton, Cairo, Egypt ",Full Time,Experienced · 2 - 6 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Business Analyst · Computer Science · Business Analysis · Information Technology (IT) · English · Testing · Analysis
UX Lead,Human Quality -,"Downtown, Cairo, Egypt ",Full Time,Manager · 5+ Yrs of Exp · IT/Software Development · adobe · Adobe XD · Computer Science · Design · Graphic Design · Information Technology (IT) · Sketch · Software · Software Development
Product Specialist - Shobra,PRT Scientific Office -,"Shubra, Cairo, Egypt ",Full Time,Entry Level · 0 - 5 Yrs of Exp · Medical/Healthcare · Sales/Retail · Pharmaceutical · Pharmacy · Veterinary · Medicine · Sales · Customer Service · Pharmaceutical · Cosmetics
Senior PHP / Laravel Developer,webSTDY -,"Mohandessin, Giza, Egypt ",Full Time,Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · AJAX · javaScript · Web Development · MySQL · PHP · Laravel · OOP
Solution Architect - Part Time,Lumin -,"Sheikh Zayed, Giza, Egypt ",Part Time,Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Cloud · Computer Engineering · Computer Science · Docker · Design · Engineering · Information Technology (IT) · Sharepoint
Senior Full Stack Developer 23012,Ditech Egypt -,"Cairo, Egypt ",Full Time,Experienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · C# · ASP.NET · SQL · .NET · MVC · Angular · Computer Science · Information Technology (IT)
Android Developer,Rowaad -,"Nasr City, Cairo, Egypt ",Full Time,Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Android · Information Technology (IT) · Computer Science · Software Development · Software · Android Development · Design · Development
Technical Support Second Line Senior Engineer,Etisalat Egypt -,"Cairo, Egypt ",Full Time,Entry Level · 0 - 2 Yrs of Exp · Customer Service/Support · Engineering - Telecom/Technology · Technical Support · Information Technology (IT) · CCNA · Communication Engineering · IT · Support · technical
Integration Engineer,Expleo -,"Maadi, Cairo, Egypt ",Full Time,Experienced · 1 - 6 Yrs of Exp · IT/Software Development · Python · Linux · SQL · Unix · SSL
Integration Engineer,Obeikan Digital Solutions -,"Cairo, Egypt ",Full Time,Manager · 5 - 14 Yrs of Exp · IT/Software Development · System Integration · API · Scripting · Linux
QC Senior Specialist,Marcyrl Pharmaceutical Industry -,"Obour City, Cairo, Egypt ",Full Time,Experienced · 3 - 5 Yrs of Exp · Quality · Pharmaceutical · QC · Chemistry · Pharmaceutical
Senior Design Mechanical engineer,Bainona Engineering Company  -,"Nasr City, Cairo, Egypt ",Full Time,Experienced · 8 - 15 Yrs of Exp · Engineering - Construction/Civil/Architecture · gulf experience · Mechanical Engineering
Senior Quality Assurance Testers,Al Ahly capital holding - Al Ahly Tamkeen -,"Cairo, Egypt ",Full Time,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Quality · Software · Information Technology (IT) · Quality Assurance · Testing · Software Testing
"Software Engineer - Backend, Fintech",Optasia -,"Cairo, Egypt ",Full Time,Experienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Other · Software Development · Software Engineering · Java · Spring · Spring Boot · Java Development · Java Software Development · Back-End Development
ERP Implementer - Odoo,classera -,"New Cairo, Cairo, Egypt ",Full Time,Experienced · 1 - 3 Yrs of Exp · Accounting/Finance · Customer Service/Support · IT/Software Development · Odoo ERP · Odoo · ERP Implementation · Customer Success · LMS · TMS · Technical Support
Hybris backend Developer,Efada Technology -,"Zamalek, Cairo, Egypt ",Full Time,Experienced · 5 - 8 Yrs of Exp · IT/Software Development · SAP Hybris · Hybris · E-Commerce
Oracle Fusion Technical Consultant,Ejada  -,"Cairo, Egypt ",Full Time,Experienced · 3+ Yrs of Exp · IT/Software Development · Oracle · Technical Consultant · Computer Science · Oracle Fusion
Java Developer - Back End,Ebla -,"Nasr City, Cairo, Egypt ",Full Time,Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Java · javaScript · Information Technology (IT) · Engineering · Software Engineering · Software Development · Computer Science · JAVA 6
Assistant Trade Manager,Rentokil Initial plc -,"Riyadh, Saudi Arabia ",Full Time,Not specified · Administration · Operations/Management · Sales/Retail · Administration · Microsoft Office · Sales · Office Management · Sales Skills · Marketing · Secretary
IT Specialist,Al Soug-Cashi -,"Dokki, Giza, Egypt ",Full Time,Experienced · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Communication · computer · Computer Science · Information Technology (IT)
Mechanical Site Engineer,RAQMU for Building and Construction -,"Sheraton, Cairo, Egypt ",Full Time,Experienced · 6 - 7 Yrs of Exp · Engineering - Mechanical/Electrical · Mechanical · Engineering · Mechanical Engineering
Quality Manager,Arab Otsuka Nutraceuticals  -,"Nasr City, Cairo, Egypt ",Full Time,Manager · 7 - 10 Yrs of Exp · Operations/Management · Quality · FMCG · Quality Control · Quality Assurance · Chemistry · Analysis · quality
Middleware Developer,SSC Egypt -,"Downtown, Cairo, Egypt ",Full Time,Experienced · 1 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · Computer Engineering · Computer Science · Database · Information Technology (IT) · Oracle · REST · SOA
Senior HSE Specialist,Confidential -,"Musturad, Qalubia, Egypt ",Full Time,Experienced · 7 - 10 Yrs of Exp · males_only · Other · HSE · Safety · OSHA · NEBOSH · FMCG
Translator,Raytheon -,"Riyadh, Saudi Arabia ",Full Time,Not specified · Writing/Editorial · Education/Teaching · Training/Instructor · Translation · Writing · Editing · Localization · Microsoft Office · Computer Skills · Teaching
Senior Java Developer,Algoriza -,"Giza, Egypt ",Full Time,Experienced · 3 - 6 Yrs of Exp · IT/Software Development · API · MangoDB · MySQL · OOP
Senior Network security engineer,FinBi Finance & Banking Consultants International -,"Dokki, Giza, Egypt ",Full Time,Experienced · 5 - 7 Yrs of Exp · IT/Software Development · CCNP · computer · Cisco · Networking · Network · Security
Business Process Management (BPM) Specialist / Senior BPM Specialist,Venus International Free Zone  -,"Dkhaila, Alexandria, Egypt ",Full Time,Entry Level · 2 - 4 Yrs of Exp · Business Development · Business Development · Management · Business Process Management · business process · BPM · specialist
Senior Mechanical Maintenance Engineer,Titan Cement Egypt  -,"Alexandria, Egypt ",Full Time,Experienced · 1 - 5 Yrs of Exp · Installation/Maintenance/Repair · Manufacturing/Production · Engineering - Mechanical/Electrical · Design · Maintenance · Mechanical · Mechanical Engineering
Frontend React JS Developer,Rescounts -,"Mississauga, Canada ",Full Time,Entry Level · 1 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · React · REST
Mechanical Engineer,Mansoura Glass Co. -,"10th of Ramadan City, Sharqia, Egypt ",Full Time,Entry Level · 0 - 5 Yrs of Exp · Engineering - Mechanical/Electrical · Engineering · Manufacturing · Mechanical · Maintenance · Mechanical Engineering · 3D · AutoCAD · SolidWorks · Design
Head OF Operations,Nerva -,"Abdeen, Cairo, Egypt ",Full Time,Senior Management · 4 - 5 Yrs of Exp · Business Development · Operations/Management · Accounting · Finance · ERP
Junior IOS Developer,Perfect Presentation -,"6th of October, Giza, Egypt ",Full Time,Experienced · 1 - 2 Yrs of Exp · IT/Software Development · iOS · iOS Development · Software Development · Development
Junior Andriod Developer,Perfect Presentation -,"6th of October, Giza, Egypt ",Full Time,Experienced · 1 - 2 Yrs of Exp · IT/Software Development · Andriod · Software Development · Software Engineering · Information Technology (IT) · developer · Android
Senior Android Developer,Perfect Presentation -,"6th of October, Giza, Egypt ",Full Time,Experienced · 4 - 6 Yrs of Exp · IT/Software Development · Android · Software Development · Information Technology (IT)
Mechanical Engineer,Confidential -,"Nasr City, Cairo, Egypt ",Full Time,Experienced · 1 - 2 Yrs of Exp · Engineering - Mechanical/Electrical · engineer · Mechanical · Electrical Engineering · Engineering · AutoCAD · English · technical · Management · Communication
Azure Infrastructure Specialist,Ejada  -,"Cairo, Egypt ",Full Time,Experienced · 7+ Yrs of Exp · IT/Software Development · Azure · Infrastructure · DNS · DevOps · Vmware · Troubleshooting · Security · Networking · Information Technology (IT)
EMPLOYEE COUNSELOR,King Faisal Specialist Hospital & Research Centre -,"Riyadh, Saudi Arabia ",Full Time,Not specified · Administration · Sales/Retail · Education/Teaching · admin · administration · education · sales · medical · management · psychology
Senior Software Engineer,K Line Europe -,"Nasr City, Cairo, Egypt ",Full Time,Experienced · 5 - 7 Yrs of Exp · IT/Software Development · APIs · AWS · SQL · NoSQL · Node.js · React · Web Applications · SOA · RESTful APIs
Senior Full Stack Developer,Algoriza -,"Giza, Egypt ",Full Time,Experienced · 5 - 7 Yrs of Exp · IT/Software Development · .Net · Angular · HTML · CSS · SQL
ERP Senior Specialist,EAST  -,"Maadi, Cairo, Egypt ",Full Time,Experienced · 5 - 7 Yrs of Exp · IT/Software Development · Other · Engineering - Other · ERP · Microsoft Dynamics
MRI TECHNOLOGIST,King Faisal Specialist Hospital & Research Centre -,"Riyadh, Saudi Arabia ",Full Time,Not specified · Medical/Healthcare · medical · medicine · radiology
ULTRASOUND TECHNOLOGIST,King Faisal Specialist Hospital & Research Centre -,"Riyadh, Saudi Arabia ",Full Time,Not specified · Medical/Healthcare · medical · medicine · radiology
R&D Formulation Senior Specialist,Al Andalous Pharmaceutical Industries -,"6th of October, Giza, Egypt ",Full Time,Experienced · 2 - 5 Yrs of Exp · R&D/Science · Pharmaceutical · Formulation · Pharmaceutical · Research · Pharmacy
Software Business Analyst,softprograms -,"Nasr City, Cairo, Egypt ",Full Time,Experienced · 4 - 7 Yrs of Exp · IT/Software Development · Analyst/Research · Agile · Business Analysis · Communication skills · Information Technology (IT) · Microsoft Office · Software Development
web developer,Measuresoft oil and gas Services    -,"New Cairo, Cairo, Egypt ",Full Time,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · HTML · Information Technology (IT) · Programming · Web Development
Vice president of Technology,Auto Tager -,"Heliopolis, Cairo, Egypt ",Full Time,Senior Management · 12 - 20 Yrs of Exp · Engineering - Telecom/Technology · AWS · JavaScript · Information Technology (IT) · Software Development · DevOps
SAP PP - QM / PM Consultant,Confidential -,"10th of Ramadan City, Sharqia, Egypt ",Full Time,Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · SAP · SAP Plant Maintenance · SAP PP · SAP QM · BOM · PP · QM
